Banco,Sector,Sector normalizado,"Alcance (subsector o actividades, y alcance de emisiones, 1,2,3)","Sector Boundaries (parte de la cadena de valor, por ejemplo upstream, manufactures...)","Activities scope (Ammount drawn, undrawn, Debt financing,  Equity financing,  Capital markets...)",Cobertura Geográfica,"Cobertura de la entidad (CIB, Retail, etc)",Metodología de referencia,Escenario de referencia (Contempla un rango),Métrica del objetivo,Data source,Año base,Último año reportado,Año Objetivo,Emisiones o Intensidad año base,Emisiones o Intensidad año 2023,Emisiones o Intensidad año 2024,Emisiones o Intensidad año 2025,Emisiones o Intensidad año 2026,Emisiones o Intensidad año objetivo,Porcentaje de reducción (año base vs año objetivo),Porcentaje de reducción (YTD),CAGR Anual Objetivo,Cumplimiento/alineamiento,Validación por un tercero,Moneda,Portfolio Amount sujeta al objetivo ($bn),Peso dentro del Portfolio (incluye portfolio total),Media del mercado para el año actual,Emisiones absolutas,Emisiones Facilitadas,Volumen de financiacion/movilización sostenible,ESBR o ESR,Porcentaje de CAPEX Verde de las Contrapartes,Implied Temperature Rise (ITR),Climate - Related Value at Risk (CVaR),Plan de transición definido,Última actualización,Fuente de información,Página (Link),Comentarios
Nordea Bank Abp,Offshore,Oil & Gas,,Drilling rigs and service vessels,Amount drawn,Global,Whole bank,Exposure-based phase out,No declarado,EURm,,2019,2025,2025,1872,,,0,,0,"1,00","-100,00%",,Target met,Verificado externamente - PricewaterhouseCoopers Oy,EUR,,,,,,,,,,,Sí,46054,Nordea Annual Report 2025,"pp. 131, 135",Salida total del sector completada en 2025.
Nordea Bank Abp,Mining,Thermal Coal Mining,,Thermal coal and thermal peat,Amount drawn,Global,Whole bank,Exposure-based phase out,IEA NZE,EURm,,2022,2025,2025,52,,,18,,0,"100,00%","-65,38%",,on track,Verificado externamente - PricewaterhouseCoopers Oy,EUR,,,,,,,,,,,Sí,46054,Nordea Annual Report 2025,"pp. 131, 135",Carbón térmico eliminado en 2021. Turba térmica reducida un 65% con excepción por seguridad energética en Finlandia.
Bancolombia S.A.,Cement,Cement,Scope 3,Manufactures - Cemento,Debt financing,Global,Whole bank,SBTi,1.5°C,t CO2 / t cement,,2021,2024,2030,"0,62",,"0,62",,,"0,52","0,16","0,00","-0,02","0,00%",SBTi validado,COP,"0,307 (2024)","0,16","0,52 tCO2e/ton",213.114 tCO2e (2024),,,,,,,Sí,2026,Informe de gestión 2025,"p. 223, p. 233","Emisiones absolutas (213.114) calculadas como suma de Scope 1, 2 y 3 reportados en tabla SASB p. 233. Portfolio amount convertido de millones a miles de millones."
Bancolombia S.A.,Energía - Cartera Comercial,Power,Scope 3,Generation - Producción de energía,Debt financing,Global,Whole bank,SBTi,1.5°C,tCO2e/MWh,,2021,2024,2030,,,"0,24",,,"0,06",,,,,SBTi validado,COP,"9,887 (2024)","5,29",,1.052.145 tCO2e (2024),,,,,,,Sí,2026,Informe de gestión 2025,"p. 223, p. 233","Meta 2024 era 0,161 pero el resultado fue 0,24 debido al fenómeno de El Niño. Emisiones absolutas calculadas como suma de Scope 1, 2 y 3 de la tabla SASB p. 233 para el sector 'Electricidad'."
Bancolombia S.A.,Activos bajo administración,Commercial Real Estate,Scope 3,Listed Equity and Corporate Bonds,Asset Management,Global,Asset Management,SBTi,No declarado,Implied Temperature Rise (Score de temperatura),,2022,2024,2030,"2,93",,"3,19",,,"2,93","0,00",,,Superior a la meta,SBTi validado,COP,"24,336 (2024)","98,51",,1.833.821 tCO2e (2024),,,,,"3,19°C",,Sí,2026,Informe de gestión 2025,"p. 221, p. 222, p. 254",El año base para la intensidad de ABA según SBTi es 2022. Las emisiones absolutas corresponden a 2024.
Bancolombia S.A.,Carbón,Thermal Coal Mining,Scope 3,Producción y comercialización de carbón térmico; Generación de energía a partir de carbón,Debt financing,Global,Whole bank,Interna,No declarado,Phase-out (Exposición de cartera),,,2024,2030,,,"0,04",,,0,"100,00",,,,,COP,"0,081 (2024)","0,04",,1.636.824 tCO2e (2024),,,,,,,Sí,2026,Informe de gestión 2025,"p. 204, p. 222, p. 233",La política establece descarbonización total (phase-out) para 2030. Emisiones absolutas corresponden a 'Carbón' en p.233.
Bancolombia S.A.,Oil & Gas,Oil & Gas,Scope 3,Ciclo de producción - Métodos no convencionales,Varios,Global,Whole bank,Interna,No declarado,Exclusión,,,2024,Seguimiento,,,"1,65",,,,,,,,,COP,"3,080 (2024)","1,65",,1.664.611 tCO2e (2024),,,,,,,Sí,2026,Informe de gestión 2025,"p. 204, p. 222, p. 233","La política declara no financiar métodos no convencionales (Fracking, etc.)."
Citigroup Inc.,Aluminum,Aluminum,Scope 1+2+3,Sector-specific activities,Amount drawn; Undrawn commitments,Global,Banking; Markets; Services,PCAF; SAFF,MPP STS & IAI 1.5,SAFF Climate Alignment Score,CRU,2023,2024,2030,"1,8",,"3,6",,,0,,,-100.00,Worsened,,USD,2.1 $bn (2024),,,1.57 MtCO2e (2024),,,,,,,Sí,2024,2024 Citi Climate Report,"p. 14, 34, 35, 36",El porcentaje de reducción YTD es negativo porque el score de alineamiento aumentó (empeoró) respecto al año base. Portfolio amount basado en Committed Exposure.
Citigroup Inc.,Auto Manufacturing,Automotive,Scope 1+2+3,Manufacturing,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,Banking; Markets; Services,PCAF,IEA NZE 2050,gCO2e/vkm,"LMCAutomotive, a GlobalData Company data",2021,2024,2030,154,184,211,,,106,"0,31","-37,00","46271,00",Worsened,,USD,13.6 $bn (2024),,,5.14 MtCO2e (2024),1.47 MtCO2e (2024),,,,,,Sí,2024,2024 Citi Climate Report,"p. 14, 34, 35, 36","La intensidad reportada para 2024 (211) es superior a la del año base (154), indicando un empeoramiento del 37%. Emisiones absolutas corresponden a Scopes 1-3 drawn."
Citigroup Inc.,Aviation,Aviation,Scope 1+3,WTW (Well-to-Wheel),Amount drawn; Undrawn commitments,Global,Banking; Markets; Services,PCAF; MPP,MPP PRU,gCO2e/RTK,PACE,2023,2024,2030,901,901,897,,,"772,6","14,00","0,00",2.53,On track,,USD,9.7 $bn (2024),,,2.01 MtCO2e (2024),,,,,,,Sí,2024,2024 Citi Climate Report,"p. 15, 34, 35, 36",La métrica original gCO2e/TRK se asume equivalente a RTK para aviación. Reducción YTD calculada: (901-897)/901 ≈ 0.4%.
Citigroup Inc.,Cement,Cement,Scope 1+2,Cementitious product manufacturing,Amount drawn; Undrawn commitments,Global,Banking; Markets; Services,PCAF,IEA NZE 2050,t CO2 / t cement,Public company disclosures,2023,2024,2030,"0,68","0,68","0,65",,,"0,46","0,32","-0,04","-0,05","13,64%",,USD,2.0 $bn (2024),,,2.28 MtCO2e (2024),,,,,,,Sí,2024,2024 Citi Climate Report,"p. 15, 34, 35, 36",Reducción YTD calculada: (0.68-0.65)/0.68 ≈ 4.4%.
Citigroup Inc.,Commercial Real Estate,Commercial Real Estate,Scope 1+2,Multifamily; Industrial; Retail; Office; Healthcare,Amount drawn; Undrawn commitments,Global,Banking; Markets; Services,PCAF; CRREM,CRREM 1.5,kgCO2e/m²,Measurabl,2021,2024,2030,61,"51,8","36,6",,,36,"41,00","40,00",8.43,On track,,USD,17.3 $bn (2024),,,0.26 MtCO2e (2024),,,,,,,Sí,2024,2024 Citi Climate Report,"p. 15, 34, 35, 36",Intensidad para 2023 reportada como 51.8. Reducción año base vs objetivo calculada: (61-36)/61 ≈ 41%.
Citigroup Inc.,Energy,Oil & Gas,Scope 1+2+3,Upstream; Midstream; Downstream,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,Banking; Markets; Services,PCAF,IEA NZE 2050,M mt CO2e,Wood Mackenzie; Public company disclosures,2020,2024,2030,168,"93,5","91,1",,,"119,3","0,29","46,00",,Ahead of target,,USD,33.6 $bn (2024),,,28.5 MtCO2e (2024),18.2 MtCO2e (2024),,,,,,Sí,2024,2024 Citi Climate Report,"p. 15, 34, 35, 36",Objetivo absoluto. Emisiones absolutas 2024 (28.5) corresponden a Scopes 1-3 drawn. Las emisiones facilitadas (18.2) suman Scopes 1-3.
Citigroup Inc.,Power,Power,Scope 1,Generation; Transmission; Distribution,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,Banking; Markets; Services,PCAF,IEA SDS OECD,kgCO2e/MWh,"CDP, S&P Global Sustainable1, project operating information from annual credit reports and public company disclosure",2020,2024,2030,"313,5","277,9","246,5",,,115,"0,63","-0,21",9.53,On track,,USD,25.6 $bn (2024),,,3.4 MtCO2e (2024),2.3 MtCO2e (2024),,"0,36",,,,Sí,2024,2024 Citi Climate Report,"p. 16, 34, 35, 36",Intensidad año base (313.5). Emisiones facilitadas (2.3 MtCO2e) corresponden a capital markets facilitado.
Citigroup Inc.,Shipping,Shipping,Scope 1+2,Cargo and passenger shipping,Amount drawn; Undrawn commitments,Global,Banking; Markets; Services,PCAF; Poseidon Principles,IMO 2023 GHG Strategy - Striving For,PP Climate Alignment Score,Company disclosures,2023,2024,2030,"24,6","24,6","20,4",,,0,,,24.36,On track,,USD,8.3 $bn (2024),,,1.32 MtCO2e (2024),,,,,,,Sí,2024,2024 Citi Climate Report,"p. 16, 34, 35, 36",Reducción de 4.2 puntos porcentuales en el alignment score. CAGR calculado sobre la reducción de la brecha a cero.
Citigroup Inc.,Steel,Steel,Scope 1+2+3,Steel manufacturing,Amount drawn; Undrawn commitments,Global,Banking; Markets; Services,PCAF; SSP,IEA NZE 2050,SSP Climate Alignment Score,CRU,2022,2024,2030,"0,02","0,8","0,4",,,0,"1,00",,"-100,00%",Worsened,,USD,1.8 $bn (2024),,,2.94 MtCO2e (2024),,,,,,,Sí,2024,2024 Citi Climate Report,"p. 16, 34, 35, 36","El score aumentó de 0.02 a 0.40, indicando una desviación del pathway. CAGR no representativo por signo. Emisiones absolutas drawn (2.02 S1-2 + 0.92 S3)."
Citigroup Inc.,Thermal Coal Mining,Thermal Coal Mining,Scope 1+2+3,Coal production,Amount drawn; Undrawn commitments,Global,Banking; Markets; Services,PCAF,IEA SDS OECD,M mt CO2e,Public company disclosures,2021,2024,2030,"7,9",46174,"0,97",,,"0,79","90,00","88,00",22.65,Ahead of target,,USD,0.2 $bn (2024),,,0.71 MtCO2e (2024),,,,,,,Sí,2024,2024 Citi Climate Report,"p. 16, 34, 35, 36",Reducción absoluta masiva impulsada por la política ESRM. Emisiones 2024 (0.71) son S1-2 (0.06) + S3 (0.65) drawn.
"Banco Bilbao Vizcaya Argentaria, S.A.",Petróleo y Gas,Oil & Gas,Scope 1+2+3,"Upstream - exploración, perforación, extracción y producción",Amount drawn,Global,CIB; BEI,PCAF,IEA NZE,millones tCO2e,,2021,2025,2030,14,"10,6","10,5","5,7",,"9,8","0,30","59,00",,ahead of target,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"7,8 €bn (2025)",,,"5,7 MtCO2e (2025); 10,5 MtCO2e (2024); 14 MtCO2e (2021)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 82, p. 83",El año base es 2021 (p. 80). El porcentaje de reducción YTD se calcula sobre el año base.
"Banco Bilbao Vizcaya Argentaria, S.A.",Electricidad,Power,Scope 1+2,Generación,Amount drawn; Undrawn commitments,Global,CIB; BEI,PACTA,IEA_NZE,kgCO2e/MWh,,2020,2025,2030,221,167,139,103,,107,"0,52","53,00",,ahead of target,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"20,9 €bn (2025)",,444 kgCO2e/MWh,"8,9 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 84",El año base es 2020 (p. 80).
"Banco Bilbao Vizcaya Argentaria, S.A.",Autos,Automotive,Scope 3,Fabricantes,Amount drawn; Undrawn commitments,Global,CIB; BEI,PACTA,IEA_NZE,gCO2e/vkm,,2020,2025,2030,205,173,165,136,,110,"0,46","33,00",,on track,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"6,2 €bn (2025)",,133 gCO2/v-km,"2,8 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 86",El año base es 2020 (p. 80).
"Banco Bilbao Vizcaya Argentaria, S.A.",Acero,Steel,Scope 1+2,Fabricantes,Amount drawn; Undrawn commitments,Global,CIB; BEI,PACTA,ISF-NZ,kgCO2e/t steel,,2020,2025,2030,1270,1181,1146,1126,,984,"0,23","-0,11","-2,52%",on track,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"2,8 €bn (2025)",,1.662 kgCO2e/t,"2,6 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 87",El año base es 2020 (p. 80).
"Banco Bilbao Vizcaya Argentaria, S.A.",Cement,Cement,Scope 1+2,Fabricantes,Amount drawn; Undrawn commitments,Global,CIB; BEI,PACTA,IEA NZE,t CO2 / t cement,,2020,2025,2030,"0,7","0,713","0,731","0,724",,"0,58","0,17","-3,00",,on track,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"1,5 €bn (2025)",,709 kgCO2e/t,"5,3 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 89",El año base es 2020 (p. 80). El porcentaje YTD es negativo indicando empeoramiento.
"Banco Bilbao Vizcaya Argentaria, S.A.",Carbón,Thermal Coal Mining,,Minería carbón térmico; Generación,Amount drawn; Undrawn commitments,Global,Whole bank,,No declarado,€Mn,,,2025,2030,,1600,1500,1341,,0,"100,00","21,00",,on track,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"1,341 €bn (2025)",,,"0,04 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 91",Objetivo de supresión de exposición (phase-out) para 2030 en países desarrollados y 2040 globalmente.
"Banco Bilbao Vizcaya Argentaria, S.A.",Aviación,Aviation,Scope 1,Aerolíneas,Amount drawn; Undrawn commitments,Global,CIB; BEI,PACTA,ISF-NZ,gCO2/PKM,,2022,2025,2030,89,103,90,85,,73,"18,00","4,00",,on track,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"0,8 €bn (2025)",,94 gCO2/PKM,"1,53 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 92",El año base es 2022 (p. 80). Se toma la métrica con ajuste por factor de carga en bodega.
"Banco Bilbao Vizcaya Argentaria, S.A.",Transporte marítimo,Shipping,Scope 1+2+3,Operadores,Amount drawn; Undrawn commitments,Global,CIB; BEI,IMO,IMO,Delta de alineamiento %,,,2024,2030,,,"13,4",,,0,,,,on track,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"0,188 €bn (2024)",,,"0,95 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 93",Métrica basada en desviación porcentual respecto a la senda IMO.
"Banco Bilbao Vizcaya Argentaria, S.A.",Inmobiliario residencial,Residential Real Estate,Scope 1+2,Downstream - Hipotecas (emisiones operativas),Amount drawn,España,Retail,PCAF,PNIEC,kgCO2e/m2/y,,2023,2025,2030,"21,2","21,2","21,1","20,6",,"14,8","30,00","3,00",,on track,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,69 €bn (2025),,,"2,14 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 97",Cobertura geográfica limitada a España.
"Banco Bilbao Vizcaya Argentaria, S.A.",Inmobiliario comercial,Commercial Real Estate,Scope 1+2,Downstream - Préstamos inmobiliarios (emisiones operativas),Amount drawn,España,CIB; BEI,PCAF,PNIEC,kgCO2e/m2/y,,2023,2025,2030,21,21,"21,5","18,8",,"11,7","44,00","10,00",,on track,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"7,3 €bn (2025)",,,"0,03 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 96",Cobertura geográfica limitada a España.
"Banco Bilbao Vizcaya Argentaria, S.A.",Aluminio,Aluminum,Scope 1+2,Fabricación primaria,Amount drawn; Undrawn commitments,Global,CIB; BEI,SAFF (RMI),IAI & MPP,Delta de alineamiento %,,,2025,2030,,,"-0,4",-1,,0,,,,aligned,"Verificado externamente - Ernst & Young Auditores, S.L.",EUR,"0,296 €bn (2025)",,,"0,6 MtCO2e (2025)",,,,,,,Sí,46143,Informe Anual 2025,"p. 46, p. 80, p. 99",Delta negativo indica que la intensidad es inferior a la requerida por la trayectoria.
Türkiye İş Bankası A.Ş.,Power Generation,Power,Scope 1+2,,Project financing loans; short-term loans,Türkiye,Whole bank,PCAF,IEA NZE 2050,kgCO2e/MWh,No encontrado,2021,2023,2030,617,543,,,,241,"0,61","12,00","-9,92%",on track,Verificado externamente - PwC,TRY,94 B TL (2023),"78 (portfolio total: 120,5 B TL)",,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","El portfolio amount original de 2021 es 55,3 B TL y el de 2023 es 94 B TL. Reducción YTD calculada: (543-617)/617 = -12%. CAGR calculado: -12,71%."
Türkiye İş Bankası A.Ş.,Cement,Cement,Scope 1+2,,Investment loans,Türkiye,Whole bank,SBTi,Science Based Targets Initiative 1.5°C (SBTi 1.5°C),t CO2 / t cement,No encontrado,2021,2023,2030,"1,175","0,763",,,,"0,93","0,21","35,00","-2,59%",on track,Verificado externamente - PwC,TRY,"7,6 B TL (2023)",,,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","El portfolio amount original de 2021 es 5,2 B TL y el de 2023 es 7,6 B TL. Reducción YTD calculada: (763-1175)/1175 = -35%. CAGR calculado: -3,30%."
Türkiye İş Bankası A.Ş.,Iron & Steel,Steel,Scope 1+2,,,Türkiye,Whole bank,SBTi,Science Based Targets Initiative 1.5°C (SBTi 1.5°C),kgCO2e/t steel,No encontrado,2021,2023,2030,801,574,,,,721,"0,10","-0,28","-1,16%",on track,Verificado externamente - PwC,TRY,"38,7 B TL (2023)",,,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","El portfolio amount original de 2021 es 11,3 B TL y el de 2023 es 38,7 B TL. Reducción YTD calculada: (574-801)/801 = -28%. CAGR calculado: -1,16%."
Türkiye İş Bankası A.Ş.,Aluminium,Aluminum,Scope 1+2,,,Türkiye,Whole bank,,Transition Pathway Initiative (TPI),kgCO2e/t Al,No encontrado,2023,2023,2030,740,740,,,,688,"7,03%","0,00","-1,04%",on track,Verificado externamente - PwC,TRY,"2,2 B TL (2023)",,,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","Año base e intensidad año 2023 coinciden. CAGR calculado: -1,03%."
Türkiye İş Bankası A.Ş.,Real Estate,Commercial Real Estate,Scope 1+2+3,,,Türkiye,Whole bank,,IEA - NZE 2050 and CRREM 1.5°C,kgCO2e/m²,No encontrado,2023,2023,2030,49,49,,,,31,"36,73%","0,00","-6,33%",on track,Verificado externamente - PwC,TRY,"43,3 B TL (2023)",,,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","El sector original engloba Real Estate de manera general pero normalizado como Commercial Real Estate. Año base e intensidad año 2023 coinciden. CAGR calculado: -6,31%."
Türkiye İş Bankası A.Ş.,Oil & Gas,Oil & Gas,Scope 1+2+3,,,Türkiye,Whole bank,,Transition Pathway Initiative (TPI),kgCO2e/MJ,No encontrado,2023,2023,2030,58,58,,,,49,"0,16","0,00","-2,38%",on track,Verificado externamente - PwC,TRY,22 B TL (2023),,,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","Año base e intensidad año 2023 coinciden. CAGR calculado: -2,37%."
Türkiye İş Bankası A.Ş.,Road Freight Transport,Automotive,Scope 1+2,,,Türkiye,Whole bank,,Network for Greening the Financial System (NGFS) Net Zero 2050 ,gCO2e/tkm,No encontrado,2023,2023,2030,159,159,,,,127,"0,20","0,00","-3,16%",on track,Verificado externamente - PwC,TRY,"20,7 B TL (2023)",,,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","El sector original es transporte de mercancías por carretera, normalizado como Automotive. Año base e intensidad año 2023 coinciden. CAGR calculado: -3,15%."
Türkiye İş Bankası A.Ş.,Agriculture - Wheat,Agriculture,Scope 1+2,,,Türkiye,Whole bank,,Science Based Targets - 1.5°C (SBTi 1.5°C),kgCO2e/ton wheat,No encontrado,2023,2023,2030,607,607,,,,522,"14,00%","0,00","-2,13%",on track,Verificado externamente - PwC,TRY,"10,8 B TL (2023)","60 (portfolio total: 10,8 B TL)",,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","El volumen total sujeto a la cartera de agricultura es de 10,8 B TL para los tres cereales. El 60% de los clientes se dedica a cereales. Año base e intensidad año 2023 coinciden. CAGR calculado: -2,13%."
Türkiye İş Bankası A.Ş.,Agriculture - Maize,Agriculture,Scope 1+2,,,Türkiye,Whole bank,,Science Based Targets - 1.5°C (SBTi 1.5°C),kgCO2e/ton maize,No encontrado,2023,2023,2030,580,580,,,,493,"15,00%","0,00","-2,29%",on track,Verificado externamente - PwC,TRY,"10,8 B TL (2023)","60 (portfolio total: 10,8 B TL)",,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","El volumen total sujeto a la cartera de agricultura es de 10,8 B TL para los tres cereales. El 60% de los clientes se dedica a cereales. Año base e intensidad año 2023 coinciden. CAGR calculado: -2,30%."
Türkiye İş Bankası A.Ş.,Agriculture - Rice,Agriculture,Scope 1+2,,,Türkiye,Whole bank,,Science Based Targets - 1.5°C (SBTi 1.5°C),kgCO2e/ton rice,No encontrado,2023,2023,2030,976,976,,,,820,"15,98%","0,00","-2,46%",on track,Verificado externamente - PwC,TRY,"10,8 B TL (2023)","60 (portfolio total: 10,8 B TL)",,,,,,,,,Sí,2025,İŞBANK CLIMATE TRANSITION PLAN,"p. 31, p. 32, p. 66, p. 71, p. 72","El volumen total sujeto a la cartera de agricultura es de 10,8 B TL para los tres cereales. El 60% de los clientes se dedica a cereales. Año base e intensidad año 2023 coinciden. CAGR calculado: -2,46%."
Akbank T.A.Ş.,Energy,Power,Scope 1+2+3,"Downstream - Power generation (production, conversion, transmission, distribution)",Amount drawn; Debt financing,Global,Whole bank,PCAF,IEA NZE2050,kgCO₂e/MWh,No encontrado,2021,2021,2030,,,,,,,"0,60",,,,"Verificado externamente - Deloitte (limitado, base year portfolio)",TRY,,12% del total de préstamos comerciales en efectivo cubren los 4 sectores objetivo conjuntamente (dato de 2024),,28250922 tCO₂e total portfolio (2021),,TRY 681 mil millones acumulado 2021-2025,,,,,Sí,2025,Akbank 2024 Sustainability Report in Compliance with Turkish Sustainability Reporting Standards,pp. 30-31,"Target includes business loans and project finance asset classes. El documento no proporciona valor de intensidad del año base para este sector específicamente (solo % de reducción). El 60% es reducción de intensidad en generación de energía. PCAF Data Quality 3,7 para Project Finance. La reducción YTD y CAGR no pueden calcularse sin el valor de intensidad base year. El porcentaje 12% de préstamos comerciales corresponde a los 4 sectores objetivo conjuntos en 2024."
Akbank T.A.Ş.,Cement,Cement,Scope 1+2+3,"Downstream - Cement production (mining, production, construction)",Amount drawn; Debt financing,Global,Whole bank,PCAF,IEA NZE 2050,t CO2 / t cement,No encontrado,2021,2021,2030,,,,,,,"0,24",,,,"Verificado externamente - Deloitte (limitado, base year portfolio)",TRY,,,,28250922 tCO₂e total portfolio (2021),,TRY 681 mil millones acumulado 2021-2025,,,,,Sí,2025,Akbank 2024 Sustainability Report in Compliance with Turkish Sustainability Reporting Standards,pp. 30-31,"El documento no proporciona valor de intensidad base year para cemento específicamente. Reducción del 23,8% es reducción de intensidad. 15 empresas evaluadas en sector cemento en 2024. PCAF methodology used."
Akbank T.A.Ş.,Iron and Steel,Steel,Scope 1+2+3,"Downstream - Iron and steel production (mining, production, construction)",Amount drawn; Debt financing,Global,Whole bank,PCAF,IEA NZE 2050,kgCO₂e/tonnes-steel,No encontrado,2021,2021,2030,,,,,,,"29,00",,,,"Verificado externamente - Deloitte (limitado, base year portfolio)",TRY,,,,28250922 tCO₂e total portfolio (2021),,TRY 681 mil millones acumulado 2021-2025,,,,,Sí,2025,Akbank 2024 Sustainability Report in Compliance with Turkish Sustainability Reporting Standards,pp. 30-31,El documento no proporciona valor de intensidad base year para steel específicamente. 20 empresas evaluadas en sector iron & steel en 2024. PCAF methodology used.
Akbank T.A.Ş.,Real Estate - Service Buildings,Commercial Real Estate,Scope 1+2+3,"Downstream - Commercial real estate - service buildings (building materials, construction, operation, demolition)",Amount drawn; Debt financing,Global,Whole bank,PCAF,IEA NZE2050,kgCO₂e/m²,No encontrado,2021,2021,2030,,,,,,,"40,80",,,,"Verificado externamente - Deloitte (limitado, base year portfolio)",TRY,,,,28250922 tCO₂e total portfolio (2021); CRE financed: 55766 tCO₂e (2021),,TRY 681 mil millones acumulado 2021-2025,,,,,Sí,2025,Akbank 2024 Sustainability Report in Compliance with Turkish Sustainability Reporting Standards,pp. 30-31,"PCAF Data Quality 4,0 (dato corregido respecto al 3,7 publicado en el informe anual 2024). El informe TSRS (AKBANK_1) reportaba PCAF DQ 3,7 para CRE pero el informe anual 2025 (AKBANK_2) indica que fue actualizado. El documento no da el valor de intensidad base year específico para este subsector."
Akbank T.A.Ş.,Real Estate - Residential Buildings,Residential Real Estate,Scope 1+2+3,"Downstream - Residential real estate - residential buildings (building materials, construction, operation, demolition)",Amount drawn; Debt financing,Global,Whole bank,PCAF,IEA NZE2050,kgCO₂e/m²,No encontrado,2021,2021,2030,,,,,,,"49,30",,,,"Verificado externamente - Deloitte (limitado, base year portfolio)",TRY,,,,28250922 tCO₂e total portfolio (2021); CRE financed: 55766 tCO₂e (2021),,TRY 681 mil millones acumulado 2021-2025,,,,,Sí,2025,Akbank 2024 Sustainability Report in Compliance with Turkish Sustainability Reporting Standards,pp. 30-31,"El banco también aplica TSRS Volume 19 – Mortgage Finance. El informe indica que los activos hipotecarios residenciales en zonas de inundación de 100 años representan una parte no significativa del portfolio total a fin de 2024, según modelos Copernicus."
Akbank T.A.Ş.,Thermal Coal (Phase-Out),Thermal Coal Mining,,"Upstream; Midstream; Downstream - Thermal power plants, thermal coal mining companies, metallurgical coal, coal for heating",Amount drawn; Debt financing,Global,Whole bank,,No declarado,No aplica (objetivo de salida),No encontrado,2024,2024,2040,,,,,,,,,,,No validado,TRY,,,,,,,,,,,Sí,2025,Akbank 2024 Sustainability Report in Compliance with Turkish Sustainability Reporting Standards,"pp. 30, 42 (TSRS); p. 219 (Annual Report 2025)","En 2024 Akbank anunció compromiso de salida del carbón térmico (coal phase-out) para 2040, con principios de transición justa. No se financiarán nuevas centrales eléctricas de carbón, aumentos de capacidad ni nuevas inversiones en minas de carbón. Las empresas con >5% de ingresos en este ámbito son clasificadas en 3 categorías con distintos plazos. No hay métrica de intensidad asociada, sino objetivo de eliminación progresiva."
